Anio;Mes;GasolinaSuper;GasolinaRegular;Diesel;Fechas;Super_Arima;Regular_Arima;Diesel_Arima;Super_SARIMAX;Regular_SARIMAX;Diesel_SARIMAX;Super_EXP;Regular_EXP;Diesel_EXP
2018;6;554431.5;518911.44;930065;1/06/2018;610843.758096508;553199.655061154;1116340.47397082;299514.41581136;191195.28255897;451537.09424181;311471.87825222;205132.84770814;578563.41984634
2018;7;589775.97;541811.12;950343.54;1/07/2018;612647.226856692;554765.667138862;1118587.26064792;407465.78932903;266938.30246255;794412.43326076;314726.54734664;209934.29145865;590610.40590707
2018;8;593659.63;570224.11;991818.15;1/08/2018;614996.07412724;557537.758096364;1120833.97111477;370017.04764562;242411.34947969;621804.08264967;318034.57473979;211373.26479101;590242.03668929
2018;9;551547.83;531285.29;882303.53;1/09/2018;615399.516674222;558312.618790959;1123080.68890789;339465.01058566;231358.95720819;628037.65043358;319672.92677851;212182.23783348;630541.37330102
2018;10;579474.43;573751.47;969095.04;1/10/2018;616924.815161218;559883.635526136;1125327.40727303;328188.56376729;213878.15242975;598631.59084326;319987.43808406;211111.97040953;651569.78118894
2018;11;573687.35;563417.57;1061941.91;1/11/2018;618479.676686121;561772.414806515;1127574.12531325;420535.66010644;271066.89889909;835562.64400611;333243.07813423;217961.05871031;668770.01179701
2018;12;654281.25;632670.17;1106130.25;1/12/2018;619548.702735839;563120.702006049;1129820.84340627;362471.74733595;212811.90609093;623396.12101169;323935.86666788;198613.63477689;589994.48543999
2019;1;601714.9;596682.75;1152949.52;1/01/2019;620942.128767712;564688.059054372;1132067.56149716;326481.48634697;193165.08555409;576754.49590678;317603.50402167;190001.95764367;596138.12827497
2019;2;565425.02;559109.22;1103358.49;1/02/2019;622312.28590978;566339.054912992;1134314.27958704;326820.1173039;176057.3620562;641912.91746809;328312.15109745;194345.20610693;707002.26183241
2019;3;610720.58;645266.77;1228025.34;1/03/2019;623564.005187104;567843.802922286;1136560.99767719;395247.02125834;223681.71021165;743306.47764379;336072.21079231;195916.5757966;627194.22152919
2019;4;598956.3;657570.18;1160125.11;1/04/2019;624907.448760259;569408.808468456;1138807.71576731;363919.02086163;199428.83128568;692040.6125966;336063.13752982;191058.32769937;656416.57121993
2019;5;611592.32;666748.63;1134666.18;1/05/2019;626236.45981096;570995.806059377;1141054.43385742;353271.04729714;213751.88770003;604955.55576414;328375.32691368;194796.83816538;579508.75651292
2019;6;595744.38;641136.56;1012030.47;1/06/2019;627537.424428109;572543.237082014;1143301.15194754;343471.46278384;205787.50583315;512520.31040288;334615.79617875;202107.63610736;587386.19135703
2019;7;615559.33;650150.78;1030649.68;1/07/2019;628863.810660773;574107.236826116;1145547.87003766;375418.10621298;233027.13369626;635756.24252883;338507.54436796;203027.35692493;572461.62770976
2019;8;632415.7;668783.39;1070198.1;1/08/2019;630184.214574836;575677.012846364;1147794.58812778;339406.74229479;206609.71746787;535011.52887299;334527.0314124;197690.06744397;541286.70891434
2019;9;587861.84;616079.3;973358.44;1/09/2019;631498.219004477;577236.085860024;1150041.3062179;369182.85887616;225940.24511423;616360.85156911;343477.27236637;207669.50188921;590468.89714563
2019;10;643044.33;669008.77;1043629.53;1/10/2019;632819.139483821;578799.713153856;1152288.02430802;365252.78812504;209958.62710073;581066.21215626;345850.12664544;208631.35384769;618739.71321468
2019;11;620572.21;643070.35;1122734.55;1/11/2019;634137.921969314;580364.855836021;1154534.74239814;409605.42407003;239539.87568719;738009.90460456;362126.74219529;213911.98848107;654744.74593134
2019;12;682468.14;706020.77;1175724.83;1/12/2019;635455.317191015;581927.103698855;1156781.46048826;383479.41479555;217362.29719317;739042.7148143;364047.05296552;208985.04470673;711724.68303988
2020;1;622323.79;640011.73;1184419.19;1/01/2020;636774.56057308;583490.60299488;1159028.17857838;393570.25155936;214771.33909737;747570.93893671;359780.08394672;199616.01255411;697956.64011704
2020;2;633100.05;652028;1233250.24;1/02/2020;638093.098702128;585054.499353885;1161274.8966685;383004.80040734;197094.59667474;638284.83888321;366905.64494057;204359.51410656;665019.81994516
2020;3;509752.95;573586.73;1100813.77;1/03/2020;639411.358917737;586617.612869064;1163521.61475862;396911.8625921;211708.22285462;728897.1079142;370525.92995633;204506.61310178;679775.27551142
2020;4;391773.23;458420.85;867592.28;1/04/2020;640730.104256556;588181.070145256;1165768.33284874;372352.41919807;208149.22353635;693817.00169532;371803.18090342;203266.7024407;701473.28916076
2020;5;407482.52;478771.83;828743.95;1/05/2020;642048.628705535;589744.631321649;1168015.05093886;395428.5157585;210655.26058843;697056.22981087;371615.74356417;197602.59223656;674814.3283319
2020;6;388952.81;516933.6;782327.99;1/06/2020;643367.104990833;591307.980824534;1170261.76902897;401460.54657013;201418.88117325;638137.64401709;379605.46298234;199084.08247376;660513.28545625
2020;7;462380.81;567052.5;870354.89;1/07/2020;644685.706277305;592871.424727043;1172508.48711909;409110.00239784;205876.31262215;711057.79914999;383201.44284621;201314.14749774;657809.13686274
2020;8;574379.33;647375.58;885200.72;1/08/2020;646004.240921861;594434.895778477;1174755.20520921;369641.0109607;193443.24975521;646516.95143422;373045.39183025;192729.80961791;654525.91017899
2020;9;610445.1;661665.58;959013.35;1/09/2020;647322.76989546;595998.309603662;1177001.92329933;391152.52894322;207210.25711798;662061.72304625;375456.72982207;196485.08285292;653359.3114271
2020;10;648582.82;680362.07;1064005.3;1/10/2020;648641.330442074;597561.749343897;1179248.64138945;385170.47394851;203330.43406919;645876.8716367;377960.48533483;200521.90721773;667651.87022656
2020;11;639856.62;652630.16;1072873.46;1/11/2020;649959.871462296;599125.196167192;1181495.35947957;399205.38295059;209010.20412611;731141.04743214;384358.4118981;200194.95547948;674417.56210855
2020;12;760695.45;768193.03;1276290.85;1/12/2020;651278.412916865;600688.627521527;1183742.07756969;381789.75674866;201328.04480255;756589.78473271;382146.74740155;197847.29701868;750012.0951861
